tj_id,player_mlb_org,player_pos,player_age,player_jersey
fernandopeguero,BAL,CF,21,
yeremycabrera,TEX,CF,20,
jeralperez,CHW,2B,21,
marvinalcantara,BOS,SS,21,
josealpuria,ARI,CF,21,
thomassosa,BAL,LF,21,
jeffersonrojas,CHC,SS,21,
franyerbermontilla,DET,SS,21,
albertohernandez,HOU,SS,22,
albertobarriga,ARI,C,21,
juanmatheus,NYY,SS,22,
chrissuero,NYM,C,22,
marcovargas,NYM,SS,21,
byronchourio,MIN,CF,21,
josephmontalvo,DET,SP,24,
fernandoperez,TOR,SP,22,
josechirinos,NYM,SP,21,
christianzazueta,LAD,SP,21,
richardfernandez,ATH,SIRP,23,
cristofertorin,ARI,2B,21,
alexanderalbertus,CHW,3B,21,
juanamarante,PHI,SIRP,22,
aldrinbatista,CHW,SP,23,
anyerlaureano,CIN,SIRP,23,
enriquesegura,TEX,SP,21,
hanselrosario,NYY,SIRP,23,
josefleury,HOU,SP,24,
wellingtonaracena,BAL,SIRP,21,
leonelsequera,STL,SP,20,
seanpaullinan,WSN,SP,21,
yuminlin,ARI,SP,22,
luisdeleon,BAL,SP,23,
jhancarloslara,ATL,SIRP,23,
chalnielarias,NYY,SP,22,
santiagosuarez,TBR,SP,21,
wilmysanchez,HOU,SIRP,22,
abdiasdelacruz,ARI,RF,21,
sabiermarte,NYY,SP,22,
jorgelysmota,WSN,3B,21,
eliscuevas,BAL,CF,21,
franyerherrera,NYY,SP,21,
carlosespinosa,LAA,SIRP,24,
yeriperez,KCR,SIRP,21,
liomarmartinez,MIA,SIRP,21,
juanbello,HOU,SP,22,
joglygarcia,CLE,SIRP,22,
davispolo,ATL,SP,21,
yoffrysolano,MIA,2B,21,
yordyherrera,STL,SIRP,21,
ovisportes,CIN,SIRP,21,
tonyblancojr,PIT,1B,21,
joelhurtado,LAA,SIRP,25,
williambergolla,CHW,SS,21,
anderstolhurst,TOR,SIRP,26,
dalestanavich,MIA,SIRP,27,
romeosanabria,SDP,1B,24,
kevinkilpatrickjr,ATL,CF,25,
jackbrannigan,PIT,SS,25,
matthewwood,MIL,C,25,
robertmoore,PHI,SS,24,
loganwagner,LAD,3B,22,
joshwhite,MIA,MIRP,25,
davidmccabe,ATL,3B,26,
nathanmartorella,MIA,1B,25,
tannerschobel,MIN,SS,25,
tjbrock,TOR,SIRP,26,
jacobmiller,MIA,SP,22,
lukeadams,MIL,1B,22,
dominickeegan,TBR,1B,25,
joshkasevich,TOR,SS,25,
bryanrincon,PHI,SS,22,
liamsimon,SFG,SIRP,25,
tylerstuart,WSN,SP,26,
lamarkingjr,SDP,C,22,
marquisgrissomjr,WSN,SIRP,24,
cynielson,PIT,SIRP,25,
marcusjohnson,TBR,SP,25,
wilianbormie,TEX,SIRP,23,
bradennett,ATH,MIRP,24,
benross,MIN,SS,25,
blakeburkhalter,ATL,SIRP,25,
masonadams,CHW,SP,26,
dylanray,ARI,SP,25,
duncandavitt,CHW,SP,26,
chriscampos,LAD,SP,25,
spencergiesting,ARI,MIRP,24,
jackchoate,SFG,MIRP,25,
maxwagner,BAL,3B,24,
haydenwynja,SFG,SIRP,27,
spencermiles,SFG,SIRP,25,
daltonrogers,BOS,MIRP,24,
michaelprosecky,COL,SP,25,
williamkempner,MIA,SIRP,25,
cameronweston,BAL,SP,25,
tracebright,BAL,SP,25,
cjculpepper,MIN,SP,24,
ericadler,CHW,SIRP,25,
brodymccullough,CHC,SP,26,
davidsandlin,BOS,SIRP,25,
trevormartin,TBR,SP,25,
kenyahuggins,ATH,SP,23,
ericreyzelman,NYY,SIRP,25,
ryanjennings,TOR,SIRP,27,
lucaswepf,LAD,SIRP,26,
tylerschweitzer,CHW,SP,25,
andrewpintar,MIA,CF,25,
cameronfoster,BAL,SIRP,27,
jakebennett,WSN,SP,25,
marquesjohnson,SFG,SIRP,25,
peytonpallette,CHW,SIRP,25,
maxrajcic,STL,SP,24,
colepaplham,SDP,SIRP,26,
natefurman,SFG,2B,24,
petehansen,STL,SP,25,
rileycornelio,WSN,SIRP,26,
connornoland,CHC,SP,26,
dominicperachi,PIT,SP,25,
jaredkarros,LAD,SP,25,
thomasbalbonijr,NYY,SIRP,25,
samynaterajr,LAA,SIRP,26,
isaiahlowe,SDP,SP,23,
tylergough,SEA,SP,22,
austinpeterson,CLE,SP,26,
paytonmartin,LAD,SP,22,
michaelknorr,HOU,SIRP,26,
andrewtaylor,HOU,MIRP,24,
wenhuipan,PHI,SIRP,23,
marceloperez,SEA,SP,26,
darrenbowen,MIN,SIRP,25,
luisgastelum,STL,SIRP,24,
garygillhill,TBR,SP,21,
yerenyteus,TBR,MIRP,22,
luiscarias,LAD,SP,21,
samuelsanchez,LAD,SP,20,
francistexido,LAA,MIRP,21,
sandyozuna,COL,SP,20,
yefersonvargas,LAA,SIRP,21,
yuniortur,ATH,SIRP,26,
demetriocrisantes,ARI,2B,21,
pedrocatuy,ARI,CF,20,
yeikerreyes,COL,CF,20,
andruwmusett,BOS,C,20,
anyelomarquez,LAA,2B,20,
juanflores,LAA,C,20,
joshualiranzo,BAL,3B,19,
carlostaveras,WSN,1B,20,
luiyinalastre,MIL,LF,20,
starlynnunez,BOS,SS,20,
miguelrodriguez,BAL,C,20,
braylinmorel,TEX,RF,20,
heribertorincon,NYM,CF,20,
andresvalor,MIA,CF,20,
johngil,ATL,SS,20,
mariobaez,ATL,SS,19,
danieljoselopez,KCR,CF,20,
dashylltejeda,WSN,CF,20,
heribertocaraballo,STL,C,21,
carloscaro,PIT,2B,21,
edgleenperez,PIT,C,20,
jacksonlancaster,TBR,SIRP,27,
mavisgraves,PHI,SP,22,
adrianbohorquez,MIN,SP,21,
yordinchalas,ARI,SIRP,22,
luisarestigueta,ATL,SP,20,
josebello,BOS,SP,21,
kelvissalcedo,DET,SP,20,
jersonalejandro,NYY,SP,20,
marlonnieves,LAD,SP,21,
juanvalera,BOS,SP,20,
bryanmartinez,LAA,RF,20,
dameurypena,MIN,2B,20,
ramonramirez,KCR,C,21,
asbelgonzalez,KCR,CF,20,
michaelkennedy,CLE,SP,21,
jacksonhumphries,CLE,MIRP,21,
davidmatoma,PIT,SP,20,
keynerbenitez,MIA,SP,20,
jacobwosinski,MIN,MIRP,27,
javiermogollon,CHW,2B,20,
ubaldosoto,LAA,SP,19,
josevasquez,LAD,SIRP,21,
brayannarvaez,SFG,SP,21,
yohanfersantana,MIA,SP,20,
michaelvalverde,TEX,SIRP,23,
kylebischoff,MIN,SIRP,26,
joseurbina,TBR,SP,20,
ashtonizzi,ARI,SP,22,
keelermorfe,BAL,SP,20,
eriandysramon,CHC,3B,23,
yasselsoler,ARI,3B,20,
carlosgutierrez,SFG,LF,21,
koltoncurtis,TEX,SP,22,
lisbeldiaz,SFG,RF,20,
brockrodden,SEA,2B,26,
homerbushjr,TBR,CF,24,
riofoster,LAA,RF,23,
sabinceballos,SFG,3B,23,
trentharris,SFG,SIRP,27,
willsimpson,TBR,1B,24,
natenankil,ATH,RF,23,
ryanlasko,ATH,CF,24,
jonahcox,SFG,CF,24,
jackhurley,ARI,CF,24,
ryanignoffo,MIA,C,25,
paulbonzagni,TEX,SP,24,
joshrivera,TOR,SS,23,
brettbateman,CHC,CF,24,
sammystafura,PIT,SS,21,
jacebohrofen,TOR,CF,24,
mikeboeve,MIL,3B,24,
braylenwimmer,COL,SS,25,
colefoster,SFG,SS,24,
charlieszykowny,SFG,3B,26,
yahilmelendez,CHC,SS,20,
willbush,HOU,C,22,
chasejaworsky,MIA,SS,21,
bodavidson,SFG,CF,23,
camdenminacci,LAA,SIRP,24,
haydendurke,ARI,SIRP,24,
romanangelo,ARI,MIRP,26,
ryanlobus,TEX,SIRP,25,
rocriggio,COL,2B,24,
dylancampbell,PHI,RF,23,
carlsonreed,PIT,MIRP,23,
colbylangford,HOU,SIRP,24,
tavianjosenberger,BAL,CF,24,
shengenlin,CIN,SP,20,
charlesmcadoo,TOR,3B,24,
ericbitonti,MIL,1B,20,
alfonsinrosario,CLE,RF,22,
carsonjacobs,CHW,SIRP,24,
izacktiger,TEX,SIRP,25,
chenweilin,STL,SP,24,
jacobodle,STL,SIRP,22,
luisdelatorre,SFG,SIRP,22,
machorvath,TBR,CF,24,
lujamesgroover,ARI,3B,24,
samshaw,TOR,LF,20,
johnpeck,DET,SS,23,
coltonledbetter,TBR,CF,24,
kyleamendt,ARI,SIRP,26,
mattjachec,CLE,MIRP,24,
carsonrucker,DET,3B,21,
kchunt,MIL,SP,25,
bobonds,TOR,SIRP,25,
willjohnston,ATH,SP,25,
sethkeener,CHW,SIRP,24,
christianoppor,CHW,MIRP,21,
bostonbaro,NYM,SS,21,
ajewing,NYM,CF,21,
kylehenley,CIN,CF,21,
patrickreilly,BAL,SP,24,
tjnichols,TBR,MIRP,24,
jadenwoods,PIT,SIRP,24,
jacobbresnahan,SFG,SP,21,
barrettkent,LAA,SP,21,
andrewdunford,DET,SP,21,
tatekuehner,MIL,MIRP,25,
juniorciprian,ARI,SP,21,
tyweatherly,BAL,MIRP,25,
joewhitman,SFG,SP,24,
jadenhamm,DET,SP,23,
kieferlord,BAL,SIRP,24,
isaiahcoupet,COL,MIRP,23,
jackmahoney,COL,SP,24,
joshhansell,KCR,SIRP,24,
jameshicks,HOU,SP,25,
cadengrice,ARI,SP,24,
joshadamczewski,MIL,LF,21,
mattwilkinson,CLE,SP,23,
codyadcock,CIN,SIRP,24,
calelansville,SFG,SP,23,
nigelbelgrave,MIA,SP,24,
joshekness,MIA,SIRP,24,
kademorris,ATH,MIRP,24,
haydenmullins,BOS,SIRP,25,
blakewehunt,BOS,MIRP,25,
owenwild,TBR,SP,23,
jackwenninger,NYM,SP,24,
patrickcopen,LAD,SIRP,24,
braxtonbragg,BAL,SP,25,
cadekuehler,ATL,SIRP,24,
garrettbaumann,ATL,SP,21,
landenmaroudis,TOR,SP,21,
juaronwattsbrown,BAL,MIRP,24,
brettwichrowski,MIL,SP,23,
sambrown,WSN,1B,24,
mauiahuna,SFG,SS,24,
tyjohnson,TBR,SP,24,
jacksonnezuh,HOU,SP,24,
alexclemmey,WSN,SIRP,20,
nellytaylor,BOS,CF,23,
ryanbirchard,MIL,MIRP,22,
kaipeterson,TOR,SIRP,23,
samknowlton,ARI,SIRP,26,
jacksonbaumeister,TBR,SP,23,
khristiancurtis,PIT,MIRP,24,
jojoingrassia,BOS,MIRP,23,
joshgrosz,COL,SP,23,
michaelforret,BAL,MIRP,22,
benshields,COL,SIRP,27,
nickdean,CHC,MIRP,25,
zachfruit,BAL,SP,24,
willsanders,CHC,SP,24,
drewdowd,TBR,SP,24,
blakewolters,KCR,SP,21,
eriqswan,WSN,SIRP,24,
grantrogers,TOR,SP,25,
alonzotredwell,HOU,MIRP,24,
bishopletson,MIL,SP,21,
alejandrorosario,TEX,SP,24,
stevenechavarria,ATH,SP,20,
naziermule,CHC,SIRP,21,
coleschoenwetter,CIN,SP,21,
zandermueth,PIT,SIRP,21,
chriskean,NYY,SIRP,24,
paulwilson,DET,SP,21,
hirowyatt,KCR,SP,21,
adrianherrera,CIN,SP,21,
trevorharrison,TBR,SP,20,
keynermartinez,SFG,SP,21,
alexmakarewich,LAD,SIRP,24,
wyattcrowell,LAD,SP,24,
travishoneyman,STL,CF,24,
dextersperalta,NYY,SS,18,
jirvinmorillo,CIN,C,19,
josecastro,MIA,RF,19,
enddyazocar,BOS,RF,19,
angelbrachi,TBR,SS,19,
yoelroque,MIN,SIRP,19,
josuethquinonez,DET,CF,19,
haydenalvarez,LAA,CF,19,
yairopadilla,STL,SS,19,
pedroblanco,ARI,1B,19,
anthonymarquez,SFG,SS,19,
josefeliz,WSN,SP,20,
kifraidyencarnacion,MIA,SIRP,20,
jordansanchez,BAL,RF,20,
joseanderson,MIL,RF,19,
elvingarcia,BAL,3B,19,
andersonbrito,HOU,SIRP,21,
luismaracara,SDP,SP,18,
gregorysanchez,COL,SP,19,
yhoikerfajardo,BOS,SP,19,
daurifernandez,CLE,SS,19,
juneikercaceres,CLE,RF,18,
juanmateo,ATL,SS,19,
johanrodriguez,CLE,SS,18,
reinoldnavarro,PIT,SIRP,19,
manuelgenao,MIA,SIRP,20,
estebanmejia,BAL,SP,19,
almentolentino,MIA,C,19,
manueldavila,SDP,SP,18,
olivergonzalez,LAD,SP,19,
jeanpierreortiz,CIN,SP,22,
sterlingpatick,LAD,MIRP,21,
argeniscayama,SFG,SP,19,
wilbersondepena,NYY,RF,19,
graysonhitt,ARI,SP,24,
bryanbalzer,SDP,SP,21,
cadenscarborough,TEX,SP,21,
cademcgee,STL,3B,23,
paytongreen,MIA,SS,23,
johnspikerman,PHI,CF,23,
carterjohnson,MIA,SS,20,
teddymcgraw,SEA,MIRP,24,
chinghsienko,LAD,RF,19,
zachehrhard,LAD,RF,23,
billyamick,MIN,3B,23,
dylandreiling,TEX,LF,23,
jaredthomas,COL,LF,23,
khadimdiaw,MIN,C,22,
brandonbutterworth,BAL,SS,23,
huntercranton,ARI,SIRP,25,
fultonlockhart,LAA,SIRP,22,
nickmitchell,CLE,RF,22,
seankeys,TOR,3B,23,
najervictor,LAA,SIRP,24,
davidmershon,LAA,CF,23,
cadenpowell,HOU,3B,22,
tommywhite,ATH,3B,23,
joshkurodagrauer,ATH,2B,23,
emilienpitre,TBR,2B,23,
callanmoss,PIT,1B,22,
ryanstafford,BAL,C,23,
eliserranoiii,NYM,LF,23,
austinovern,BAL,CF,23,
ethananderson,BAL,1B,22,
josephsullivan,HOU,LF,24,
griffinburkholder,PHI,CF,20,
jacobcozart,CLE,C,23,
cadenfavors,CLE,SIRP,24,
omarmontano,MIN,MIRP,20,
marcodinges,MIL,C,22,
lukehayden,CIN,MIRP,23,
kevinbazzell,WSN,C,23,
peytonstovall,CIN,2B,23,
piercegeorge,CHW,SIRP,23,
micahashman,BAL,MIRP,23,
joshmallitz,SDP,MIRP,24,
logansamuels,ATL,SP,24,
tysonhardin,MIL,SP,24,
joshrandall,WSN,SP,23,
herickhernandez,ATL,SIRP,22,
willwatson,NYM,MIRP,23,
carterholton,ATL,SP,23,
dakotajordan,SFG,CF,23,
ryanlambert,NYM,SIRP,23,
aidanfoeller,LAD,SP,24,
twinepalmer,BAL,MIRP,21,
joshhartle,CLE,SP,23,
frankelissalt,STL,SIRP,24,
colehertzler,HOU,SP,23,
brockmoore,SEA,SIRP,26,
ethanbagwell,ATL,SP,20,
blakeaita,BOS,SP,23,
chaseallsup,BAL,SP,23,
chrisarroyo,MIA,RF,21,
brooksauger,LAD,SP,24,
rjaustin,BAL,CF,22,
drewbeam,KCR,SP,23,
landonbeidelschies,ATL,SP,22,
maxbelyeu,COL,RF,22,
codybowker,PHI,SP,22,
brooksbryan,KCR,C,21,
micahbucknam,TOR,SP,22,
justincampbell,CLE,SP,25,
eastoncarmichael,PIT,C,22,
ajcausey,KCR,SIRP,23,
denniscolleran,KCR,SIRP,22,
brandoncompton,MIA,LF,22,
chriscortez,LAA,SIRP,23,
brycecunningham,NYY,SP,23,
briancurley,ARI,SIRP,23,
deancurley,CLE,3B,22,
bradendavis,STL,SP,23,
korbyndickerson,SEA,CF,22,
danieldickinson,MIL,2B,22,
natedohm,STL,SP,23,
josephdzierwa,BAL,SP,22,
danieleagen,ARI,SP,23,
jamesellwanger,MIN,SP,22,
seanepiscope,MIL,MIRP,22,
anthonyeyanson,BOS,SP,21,
drewfaurot,MIA,2B,22,
jalinflores,STL,SS,22,
connorfoley,ARI,SIRP,22,
ryanforcucci,HOU,SP,23,
christianfoutch,BOS,SIRP,22,
tannerfranklin,STL,SP,22,
ethanfrey,HOU,DH,22,
ryangallagher,MIN,SP,23,
henrygodbout,BOS,2B,22,
austingordon,LAA,SP,23,
murfgray,PIT,3B,22,
adonysguzman,PIT,C,22,
davidhagaman,ARI,SP,23,
ethanhedges,COL,3B,22,
griffinherring,COL,SP,23,
lukeholman,CIN,SP,23,
johnholobetz,BOS,SP,23,
griffinhugus,SEA,SP,22,
thatcherhurd,NYY,MIRP,23,
benjacobs,DET,SP,22,
grantjay,SEA,C,22,
lebarronjohnsonjr,COL,SIRP,24,
jacksonkent,WSN,SP,23,
kaedenkent,NYY,SS,22,
kanekepley,CHC,CF,22,
justinlamkin,KCR,SP,22,
lplangevin,KCR,SIRP,22,
camleiter,LAD,SP,22,
alexlodise,ATL,SS,22,
michaellombardi,KCR,SIRP,22,
aidanmajor,CLE,SP,23,
colemathis,CHC,1B,22,
aidenmay,MIA,MIRP,23,
nikomazza,SFG,MIRP,24,
mattmcshane,BOS,SIRP,23,
jbmiddleton,COL,MIRP,22,
jacobmorrison,MIL,SP,22,
masonmorris,CIN,MIRP,22,
masonneville,CIN,CF,22,
cadeobermueller,PHI,SP,22,
colepeschl,MIN,SP,23,
ethanpetry,WSN,1B,22,
jamesquinnirons,TBR,CF,23,
jtquinn,BAL,SP,22,
dominickreid,CHC,SP,22,
jasonreitz,MIN,SP,21,
ajrussell,TEX,SP,22,
michaelsalina,SDP,SIRP,22,
jonathansantucci,NYM,SIRP,23,
nolanschubart,CLE,LF,22,
brettsears,ATL,SP,26,
chaseshores,LAA,SIRP,22,
lukesinnard,ATL,SP,23,
parkersmith,HOU,MIRP,23,
jaredspencer,TOR,SIRP,23,
samstuhr,ATH,SP,23,
devintaylor,ATH,LF,22,
zanetaylor,ATH,SIRP,24,
kavarestears,SDP,RF,23,
yoeltejedajr,WSN,SP,22,
jdthompson,MIL,SP,22,
gavinturley,ATH,LF,22,
landynvidourek,LAD,CF,22,
mikevillani,CIN,SIRP,23,
joeyvolini,MIA,SP,23,
aaronwalton,CLE,CF,22,
masonwhite,BOS,SS,22,
maxwilliams,MIA,RF,21,
malachiwitherspoon,DET,SIRP,21,
jakobwright,LAD,MIRP,23,
gageziehl,CHW,SP,23,
cadecrossland,STL,SP,22,
kylelodise,CHW,SS,22,
masonpeters,SEA,SIRP,22,
nickpotter,HOU,SIRP,22,
colinyeaman,BAL,SS,22,
ethanyoung,STL,MIRP,22,
jackhostetler,MIL,SIRP,22,
cobbhightower,BAL,SS,21,
nickmontgomery,ATL,C,20,
diegotornes,ATL,LF,17,
raudyreyes,ATL,SIRP,17,
crisrodriguez,DET,RF,18,
owenhall,DET,SP,20,
ethanschiefelbein,DET,SP,20,
eddierynders,PIT,3B,20,
wyattsanford,PIT,SS,20,
johandelossantos,PIT,CF,17,
darellmorel,PIT,3B,18,
tysonlewis,CIN,SS,20,
tysouthisene,CHC,SS,20,
drakegeorge,SFG,SIRP,24,
nathanflewelling,TBR,C,19,
logantabeling,LAD,SIRP,24,
brycemeccage,MIL,SP,20,
dasanhill,MIN,SP,20,
weienlin,ATH,SP,20,
hunterdryden,SFG,SP,24,
johnnyking,TOR,SP,19,
yulianbarreto,SFG,SS,18,
cristopherpolanco,TOR,SS,18,
djeanmacares,SFG,CF,18,
josepena,BAL,SS,17,
juansanchez,TOR,SS,18,
brandonclarke,BOS,SP,23,
bostonbateman,BAL,SP,20,
bradysmith,LAD,SP,21,
chaseharlan,LAD,3B,19,
libertsaponte,CIN,SS,18,
treygregoryalford,LAA,SP,22,
kannonkemp,SDP,SP,21,
conradcason,BOS,SP,19,
devinfitzgerald,TEX,3B,20,
kalefountain,SDP,3B,20,
sirjamisonjones,WSN,C,20,
tytuscissell,ARI,SS,20,
elilovich,CHC,RF,20,
shotaromorii,ATH,TWP,19,
dylanjordan,LAA,SP,20,
joeyoakie,CLE,SP,20,
davidshields,KCR,SP,19,
grantshepardson,MIA,SP,20,
maicolreyes,TEX,SIRP,21,
kennyfenelon,MIL,CF,18,
cristopheracosta,MIL,SS,18,
brailynantunez,MIL,CF,18,
enyellopez,TEX,SIRP,20,
warrencalcano,KCR,SS,18,
chasemobley,CLE,SP,20,
colemiller,ATH,SP,21,
kevindefrank,MIA,SP,17,
elianpena,NYM,3B,18,
kendrymartinez,SEA,2B,18,
kevinalvarez,HOU,LF,18,
juancabada,CHC,SS,18,
manicedeno,NYY,SS,17,
aydenjohnson,ATH,3B,18,
wilfridelacruz,BAL,3B,18,
maykelcoret,TBR,RF,18,
yorgerbautista,SEA,CF,18,
warelsolano,TBR,SS,18,
brayancortesia,WSN,SS,18,
breysonguedez,ATH,LF,18,
santiagoleon,MIN,SS,18,
deividcoronil,SDP,SS,18,
haritzoncastillo,MIN,SS,18,
jhoandelacruz,SDP,SS,18,
eliandelacruz,ARI,RF,18,
raymermedina,TBR,2B,18,
elorkyrodriguez,TEX,LF,18,
jhomnardoreyes,MIN,RF,18,
alejandrocruz,CHW,3B,19,
marconigerman,WSN,SS,18,
johanmachado,MIA,SS,18,
danielhernandez,WSN,C,18,
juanrujano,STL,C,18,
juantomas,CHC,SS,18,
kamuelvillar,COL,SS,18,
rubencastillo,NYY,CF,18,
cesaracosta,NYM,C,17,
carlosalvarez,SDP,SP,18,
sadbieldelzine,BOS,SP,18,
adrianpena,MIA,SP,18,
darwingozuna,ATH,RF,18,
royelnystrop,STL,CF,18,
santiagocastellanos,MIN,SP,17,
eliomargarces,TBR,SS,18,
gabrieldavalillo,LAA,C,18,
pedromontero,MIA,SP,18,
eivermosquera,MIA,SP,19,
bradyebel,MIL,SS,18,
nickbecker,SEA,SS,19,
joshowens,TEX,SS,19,
tyharvey,SDP,C,19,
quentinyoung,MIN,3B,19,
josedevers1,CLE,SS,23,
hectorrodriguez1,CIN,RF,22,
yuniormarte1,SFG,SP,22,
jakemiller1,DET,MIRP,25,
seansullivan1,COL,MIRP,23,
antoniojimenez1,NYM,SS,22,
jaredjones1,PIT,1B,22,
michaelmassey1,DET,SIRP,23,
lukedickerson1,WSN,2B,20,
