tjid,fgId,MLBAMID,espnId,NameASCII,C,1B,2B,SS,3B,OF,Util,SP,RP
ryanritter,31500,690022,5196606,Ryan Ritter,False,False,True,True,False,False,True,False,False
jerarencarnacion,21871,666464,42623,Jerar Encarnacion,False,False,False,False,False,True,True,False,False
andrewmccutchen,9847,457705,28701,Andrew McCutchen,False,False,False,False,False,False,True,False,False
jaxonwiggins,sa3023635,,4721030,Jaxon Wiggins,False,False,False,False,False,False,False,True,False
adamottavino,1247,493603,29705,Adam Ottavino,False,False,False,False,False,False,False,False,True
jesustinoco,16300,622786,39822,Jesus Tinoco,False,False,False,False,False,False,False,False,True
trevorrichards,19309,670950,39912,Trevor Richards,False,False,False,False,False,False,False,False,True
kevinnewman,17696,621028,35022,Kevin Newman,False,False,False,False,True,False,True,False,False
erikswanson,16587,657024,36013,Erik Swanson,False,False,False,False,False,False,False,False,True
hectorneris,11804,593576,32377,Hector Neris,False,False,False,False,False,False,False,False,True
cadendana,31508,702674,5197473,Caden Dana,False,False,False,False,False,False,False,True,False
joemantiply,14857,573009,33691,Joe Mantiply,False,False,False,False,False,False,False,False,True
cionelperez,19614,672335,36089,Cionel Perez,False,False,False,False,False,False,False,False,True
taylerscott,13652,605463,39711,Tayler Scott,False,False,False,False,False,False,False,False,True
aidanmiller,sa3022609,,5148968,Aidan Miller,False,False,False,True,False,False,True,False,False
troyjohnston,26143,687859,4346111,Troy Johnston,False,True,False,False,False,True,True,False,False
brandonyoung,27819,687064,4414339,Brandon Young,False,False,False,False,False,False,False,True,False
djlemahieu,9874,518934,30765,DJ LeMahieu,False,False,True,False,False,False,True,False,False
jamesoutman,24770,681546,41802,James Outman,False,False,False,False,False,True,True,False,False
christianvazquez,9774,543877,31389,Christian Vazquez,True,False,False,False,False,False,True,False,False
patrickcorbin,9323,571578,31313,Patrick Corbin,False,False,False,False,False,False,False,True,False
dednielnunez,23055,673380,4717899,Dedniel Nunez,False,False,False,False,False,False,False,False,True
kylefreeland,16256,607536,33839,Kyle Freeland,False,False,False,False,False,False,False,True,False
julianmerryweather,16703,657240,39816,Julian Merryweather,False,False,False,False,False,False,False,False,True
leojimenez,23782,677870,41397,Leo Jimenez,False,False,True,False,False,False,True,False,False
jakebauers,15194,641343,35013,Jake Bauers,False,True,False,False,False,True,True,False,False
chasmccormick,19599,676801,40574,Chas McCormick,False,False,False,False,False,True,True,False,False
jessechavez,5448,445926,29220,Jesse Chavez,False,False,False,False,False,False,False,False,True
adriandelcastillo,29554,680728,41464,Adrian Del Castillo,False,False,False,False,False,False,True,False,False
randyvasquez,24719,681190,4722847,Randy Vasquez,False,False,False,False,False,False,False,True,False
travisdarnaud,7739,518595,29951,Travis d'Arnaud,True,False,False,False,False,False,True,False,False
ryanfitzgerald,24622,680837,41584,Ryan Fitzgerald,False,False,True,True,False,False,True,False,False
declancronin,25645,686539,5125258,Declan Cronin,False,False,False,False,False,False,False,False,True
vidalbrujan,20536,660644,40462,Vidal Brujan,False,False,False,False,True,False,True,False,False
haydenwesneski,27581,669713,42996,Hayden Wesneski,False,False,False,False,False,False,False,True,False
daviddavalillo,sa3020448,,5332997,David Davalillo,False,False,False,False,False,False,False,True,False
johnrave,26284,670231,4418140,John Rave,False,False,False,False,False,True,True,False,False
milesmastrobuoni,20017,670156,40900,Miles Mastrobuoni,False,False,False,False,True,False,True,False,False
jamesmccann,12859,543510,32046,James McCann,True,False,False,False,False,False,True,False,False
joseurquidy,18413,664353,35759,Jose Urquidy,False,False,False,False,False,False,False,True,False
chrisstratton,13761,608717,32787,Chris Stratton,False,False,False,False,False,False,False,False,True
bryceteodosio,29524,669326,4307826,Bryce Teodosio,False,False,False,False,False,True,True,False,False
nickylopez,19339,670032,38106,Nicky Lopez,False,False,False,False,True,False,True,False,False
joseruiz,14552,614179,36053,Jose Ruiz,False,False,False,False,False,False,False,False,True
garysanchez,11442,596142,31095,Gary Sanchez,True,False,False,False,False,False,True,False,False
connorprielipp,sa3020808,,4620001,Connor Prielipp,False,False,False,False,False,False,False,True,False
tylertolbert,25779,686475,4151063,Tyler Tolbert,False,False,False,False,False,True,True,False,False
tannermurray,sa3016805,,5012115,Tanner Murray,False,False,True,True,True,False,True,False,False
treylipscomb,31567,702358,4413982,Trey Lipscomb,False,False,True,False,True,True,True,False,False
yohelpozo,18848,650968,35675,Yohel Pozo,True,False,False,False,False,False,True,False,False
jahmaijones,18872,663330,34958,Jahmai Jones,False,False,False,False,False,True,True,False,False
jasonalexander,19666,669920,41849,Jason Alexander,False,False,False,False,False,False,False,True,False
jcescarra,20084,641555,41644,J.C. Escarra,True,False,False,False,False,False,True,False,False
darrenmccaughan,20038,670766,40391,Darren McCaughan,False,False,False,False,False,False,False,True,True
anthonydesclafani,13050,543101,33180,Anthony DeSclafani,False,False,False,False,False,False,False,False,True
lukeraley,19354,670042,40422,Luke Raley,False,True,False,False,False,True,True,False,False
zachdezenzo,31562,701305,5137883,Zach Dezenzo,False,False,False,False,False,True,True,False,False
ezequielduran,23733,677649,42457,Ezequiel Duran,False,True,False,True,False,False,True,False,False
brendanrodgers,17907,663898,35073,Brendan Rodgers,False,False,True,False,False,False,True,False,False
mylesstraw,17620,664702,39105,Myles Straw,False,False,False,False,False,True,True,False,False
samhaggerty,18054,664059,38347,Sam Haggerty,False,False,False,False,False,True,True,False,False
markcanha,11445,592192,31670,Mark Canha,False,False,False,False,False,True,True,False,False
brandonwilliamson,25463,682227,42431,Brandon Williamson,False,False,False,False,False,False,False,True,False
tirsoornelas,22566,672359,40481,Tirso Ornelas,False,False,False,False,False,True,True,False,False
eliasdiaz,11680,553869,33594,Elias Diaz,True,False,False,False,False,False,True,False,False
justinfoscue,27501,679822,4298639,Justin Foscue,False,True,True,False,False,False,True,False,False
enriquebradfieldjr,sa3022917,,4683367,Enrique Bradfield Jr.,False,False,False,False,False,True,True,False,False
carlosrodriguez,30161,692230,5123999,Carlos Rodriguez,False,False,False,False,False,False,False,True,False
starlingmarte,9241,516782,30830,Starling Marte,False,False,False,False,False,False,True,False,False
gagejump,sa3034986,,5023852,Gage Jump,False,False,False,False,False,False,False,True,False
koreylee,25543,686676,4418346,Korey Lee,True,False,False,False,False,False,True,False,False
darellhernaiz,26224,687231,43025,Darell Hernaiz,False,False,True,True,True,False,True,False,False
tannergordon,27669,685299,4415658,Tanner Gordon,False,False,False,False,False,False,False,True,False
jonatanclase,26599,682729,4918159,Jonatan Clase,False,False,False,False,False,True,True,False,False
brodyhopkins,sa3023515,,5130133,Brody Hopkins,False,False,False,False,False,False,False,True,False
wilmerflores,5827,527038,30627,Wilmer Flores,False,True,False,False,False,False,True,False,False
mitchbratt,sa3017719,,5123768,Mitch Bratt,False,False,False,False,False,False,False,True,False
kylewright,19665,,39652,Kyle Wright,False,False,False,False,False,False,False,True,False
cesarprieto,30163,693409,5012056,Cesar Prieto,False,False,True,True,True,False,True,False,False
jakerogers,19452,668670,39900,Jake Rogers,True,False,False,False,False,False,True,False,False
hestonkjerstad,31166,677008,4297758,Heston Kjerstad,False,False,False,False,False,True,True,False,False
johnathanrodriguez,22530,671286,41349,Johnathan Rodriguez,False,False,False,False,False,True,True,False,False
juanbrito,sa3009808,,5116859,Juan Brito,False,False,True,False,False,False,True,False,False
kyrenparis,26420,677347,42536,Kyren Paris,False,False,True,False,False,True,True,False,False
tylerheineman,13897,623168,33142,Tyler Heineman,True,False,False,False,False,False,True,False,False
anthonyrendon,12861,543685,32098,Anthony Rendon,False,False,False,False,True,False,True,False,False
jorbitvivas,23917,678391,4722676,Jorbit Vivas,False,False,True,False,True,False,True,False,False
josiahgray,24580,680686,41165,Josiah Gray,False,False,False,False,False,False,False,True,False
charliemorton,4676,450203,29155,Charlie Morton,False,False,False,False,False,False,False,True,False
joeyestes,26257,683155,4917636,Joey Estes,False,False,False,False,False,False,False,True,False
jacksonjobe,30203,695549,4872647,Jackson Jobe,False,False,False,False,False,False,False,True,False
sebastianwalcott,sa3021069,,5150947,Sebastian Walcott,False,False,False,True,False,False,True,False,False
jonahbride,24703,681146,3960984,Jonah Bride,False,False,False,False,True,False,True,False,False
tylercallihan,27497,682997,42487,Tyler Callihan,False,False,True,False,False,True,True,False,False
timtawa,29571,694374,4345192,Tim Tawa,False,True,True,False,False,True,True,False,False
christaylor,13757,621035,32900,Chris Taylor,False,False,False,False,False,True,True,False,False
calquantrill,19312,615698,39875,Cal Quantrill,False,False,False,False,False,False,False,True,False
reesemcguire,15674,624512,33250,Reese McGuire,True,False,False,False,False,False,True,False,False
austinslater,16153,596103,35265,Austin Slater,False,False,False,False,False,True,True,False,False
josuebriceno,sa3018584,,5201953,Josue Briceno,True,True,False,False,False,False,True,False,False
chasedollander,33482,801403,4719068,Chase Dollander,False,False,False,False,False,False,False,True,False
vimaelmachin,17684,605353,39112,Vimael Machin,False,True,True,False,True,False,True,False,False
jhonathandiaz,20298,646242,41392,Jhonathan Diaz,False,False,False,False,False,False,False,True,False
jettwilliams,sa3020134,,5080638,Jett Williams,False,False,True,True,False,True,True,False,False
samadtaylor,22274,669392,39710,Samad Taylor,False,False,True,False,False,True,True,False,False
andrewmorris,sa3020569,,5266690,Andrew Morris,False,False,False,False,False,False,False,True,False
alikawilliams,27604,675961,4424289,Alika Williams,False,False,True,True,True,False,True,False,False
joeyloperfido,29630,694388,4297976,Joey Loperfido,False,False,False,False,False,True,True,False,False
jongray,14916,592351,33203,Jon Gray,False,False,False,False,False,False,False,False,True
austinwynns,15271,642851,35314,Austin Wynns,True,False,False,False,False,False,True,False,False
garrettstubbs,18067,596117,35760,Garrett Stubbs,True,False,False,False,False,False,True,False,False
josemiranda,20538,669304,41000,Jose Miranda,False,False,False,False,True,False,True,False,False
shaywhitcomb,27789,694376,4683352,Shay Whitcomb,False,False,True,False,True,False,True,False,False
oliverdunn,26295,686554,5001160,Oliver Dunn,False,False,False,False,True,False,True,False,False
georgeklassen,sa3023440,,5134517,George Klassen,False,False,False,False,False,False,False,True,False
luiscampusano,22217,669134,40521,Luis Campusano,False,False,False,False,False,False,True,False,False
eliwhite,19346,642201,39963,Eli White,False,False,False,False,False,True,True,False,False
michaelhelman,24605,680737,42065,Michael Helman,False,False,False,False,False,True,True,False,False
luisurias,16622,649966,35383,Luis Urias,False,False,True,False,False,False,True,False,False
didierfuentes,30661,800311,5291189,Didier Fuentes,False,False,False,False,False,False,False,True,False
luisvazquez,23442,676679,40666,Luis Vazquez,False,False,False,True,True,False,True,False,False
jesusrodriguez,sa3008916,,5015255,Jesus Rodriguez,True,False,False,False,True,False,True,False,False
daironblanco,19779,680118,42228,Dairon Blanco,False,False,False,False,False,True,True,False,False
ryanfeltner,21446,663372,4019484,Ryan Feltner,False,False,False,False,False,False,False,True,False
camdevanney,25688,687478,43393,Cam Devanney,False,False,False,False,True,False,True,False,False
blainecrim,25714,688760,4976999,Blaine Crim,False,True,False,False,False,False,True,False,False
derekhill,16947,656537,33721,Derek Hill,False,False,False,False,False,True,True,False,False
tristangray,19877,656484,39918,Tristan Gray,False,False,True,True,False,False,True,False,False
alexjackson,17276,656577,33707,Alex Jackson,True,False,False,False,False,False,True,False,False
ericwagaman,23395,676572,4987650,Eric Wagaman,False,True,False,False,False,True,True,False,False
erickfedde,17425,607200,33793,Erick Fedde,False,False,False,False,False,False,False,True,True
jordanmontgomery,16511,656756,38173,Jordan Montgomery,False,False,False,False,False,False,False,True,False
loganevans,33699,688138,5202474,Logan Evans,False,False,False,False,False,False,False,True,False
manuelmargot,14712,622534,33599,Manuel Margot,False,False,False,False,False,True,True,False,False
alecmarsh,27451,679525,4424276,Alec Marsh,False,False,False,False,False,False,False,True,False
cesarsalazar,21587,663967,41907,Cesar Salazar,True,False,False,False,False,False,True,False,False
emersonhancock,27470,676106,4297897,Emerson Hancock,False,False,False,False,False,False,False,True,False
brettwisely,27735,689172,4997597,Brett Wisely,False,False,True,False,False,False,True,False,False
charliecondon,sa3025257,,5033089,Charlie Condon,False,True,False,False,False,False,True,False,False
vinnycapra,25040,681962,42023,Vinny Capra,False,False,False,True,True,False,True,False,False
cooperingle,sa3023069,,5201983,Cooper Ingle,True,False,False,False,False,False,True,False,False
johanrojas,24336,679032,42829,Johan Rojas,False,False,False,False,False,True,True,False,False
andruwmonasterio,19455,655316,36950,Andruw Monasterio,False,False,False,True,False,False,True,False,False
orelvismartinez,25967,682619,41306,Orelvis Martinez,False,False,True,False,False,False,True,False,False
wademiley,8779,489119,31094,Wade Miley,False,False,False,False,False,False,False,True,False
gabrielhughes,sa3020661,,4634930,Gabriel Hughes,False,False,False,False,False,False,False,True,False
jonathancannon,31730,686563,4620398,Jonathan Cannon,False,False,False,False,False,False,False,True,False
rileyadams,19864,656180,40655,Riley Adams,True,False,False,False,False,False,True,False,False
josedeleon,15463,592254,33831,Jose De Leon,False,False,False,False,False,False,False,True,True
brockwilken,sa3022499,,4758886,Brock Wilken,False,False,False,False,True,False,True,False,False
brycejohnson,20002,669369,42056,Bryce Johnson,False,False,False,False,False,True,True,False,False
mitchellparker,27636,680730,4683356,Mitchell Parker,False,False,False,False,False,False,False,True,False
masonblack,30171,696131,5099971,Mason Black,False,False,False,False,False,False,False,True,False
gustavocampero,22707,672569,5125630,Gustavo Campero,False,False,False,False,False,True,True,False,False
matthewlugo,25980,683090,42486,Matthew Lugo,False,False,False,False,False,True,True,False,False
tommytroy,sa3022561,,4837403,Tommy Troy,False,False,True,False,False,True,True,False,False
tommurphy,13499,608596,33225,Tom Murphy,True,False,False,False,False,False,True,False,False
hagensmith,sa3025544,,5023126,Hagen Smith,False,False,False,False,False,False,False,True,False
mjmelendez,22197,669004,40948,MJ Melendez,False,False,False,False,False,True,True,False,False
jpfrance,21212,641585,3662290,J.P. France,False,False,False,False,False,False,False,True,False
krisbryant,15429,592178,33172,Kris Bryant,False,False,False,False,False,False,True,False,False
andrewknizner,19514,668800,36170,Andrew Knizner,True,False,False,False,False,False,True,False,False
justynhenrymalloy,29606,669234,4718623,Justyn-Henry Malloy,False,False,False,False,False,True,True,False,False
mickeygasper,24759,681508,5132012,Mickey Gasper,True,False,False,False,False,False,True,False,False
jorgebarrosa,23968,678489,41259,Jorge Barrosa,False,False,False,False,False,True,True,False,False
timanderson,15172,641313,33184,Tim Anderson,False,False,True,True,False,False,True,False,False
keidermontero,22630,672456,5182933,Keider Montero,False,False,False,False,False,False,False,True,True
jedixsonpaez,sa3016264,,5332994,Jedixson Paez,False,False,False,False,False,False,False,True,False
jorgemateo,17273,622761,33832,Jorge Mateo,False,False,False,True,False,True,True,False,False
connorseabold,19695,657756,41367,Connor Seabold,False,False,False,False,False,False,False,True,True
caydenwallace,sa3019996,,4721026,Cayden Wallace,False,False,False,False,True,False,True,False,False
ryanvilade,22165,668723,40960,Ryan Vilade,False,False,False,False,False,True,True,False,False
willbrennan,25660,686823,4088296,Will Brennan,False,False,False,False,False,True,True,False,False
tannerhouck,19879,656557,41009,Tanner Houck,False,False,False,False,False,False,False,True,False
lukemaile,13355,571912,33271,Luke Maile,True,False,False,False,False,False,True,False,False
ronnysimon,25346,682927,4912412,Ronny Simon,False,False,True,False,False,True,True,False,False
jhonkensynoel,24257,678877,42548,Jhonkensy Noel,False,False,False,False,False,True,True,False,False
nickallen,22277,669397,40338,Nick Allen,False,False,False,True,False,False,True,False,False
cristianmena,27974,691441,4917796,Cristian Mena,False,False,False,False,False,False,False,True,False
jarredkelenic,22558,672284,41150,Jarred Kelenic,False,False,False,False,False,True,True,False,False
emmanuelrivera,19890,656896,40519,Emmanuel Rivera,False,False,False,False,True,False,True,False,False
rhylanthomas,31793,689041,4672794,Rhylan Thomas,False,False,False,False,False,True,True,False,False
jarlinsusana,sa3018808,,5085894,Jarlin Susana,False,False,False,False,False,False,False,True,False
winstonsantos,sa3015952,,5255100,Winston Santos,False,False,False,False,False,False,False,True,False
ronelblanco,19407,669854,41829,Ronel Blanco,False,False,False,False,False,False,False,True,False
joseurena,11589,570632,33107,Jose Urena,False,False,False,False,False,False,False,True,True
michaelarroyo,sa3018429,,5124097,Michael Arroyo,False,False,True,False,False,False,True,False,False
mccadebrown,30004,685326,4415654,McCade Brown,False,False,False,False,False,False,False,True,False
dominicsmith,15653,642086,33218,Dominic Smith,False,True,False,False,False,False,True,False,False
westonwilson,19358,642215,38682,Weston Wilson,False,False,False,False,False,True,True,False,False
marcusstroman,13431,573186,32815,Marcus Stroman,False,False,False,False,False,False,False,True,False
juniorperez,sa3005744,,42471,Junior Perez,False,False,False,False,False,True,True,False,False
germanmarquez,15038,608566,34874,German Marquez,False,False,False,False,False,False,False,True,False
victormesajr,25999,683748,4917849,Victor Mesa Jr.,False,False,False,False,False,True,True,False,False
victormederos,31533,682989,5127102,Victor Mederos,False,False,False,False,False,False,False,True,False
brandonlockridge,21496,663604,42641,Brandon Lockridge,False,False,False,False,False,True,True,False,False
mattwaldron,25550,663362,4020158,Matt Waldron,False,False,False,False,False,False,False,True,False
scottkingery,17975,664068,35276,Scott Kingery,False,False,True,False,False,True,True,False,False
nestorcortes,17874,641482,36480,Nestor Cortes,False,False,False,False,False,False,False,True,False
orlandoarcia,13185,606115,32530,Orlando Arcia,False,False,True,True,True,False,True,False,False
robertstock,6576,476594,30577,Robert Stock,False,False,False,False,False,False,False,True,False
rafaellantigua,sa3003219,,41955,Rafael Lantigua,False,False,True,False,True,False,True,False,False
luismedina,21649,665622,40949,Luis Medina,False,False,False,False,False,False,False,True,False
austinbarnes,12158,605131,32856,Austin Barnes,True,False,False,False,False,False,True,False,False
akilbaddoo,22168,668731,40634,Akil Baddoo,False,False,False,False,False,True,True,False,False
marcoluciano,25616,682617,41198,Marco Luciano,False,False,False,False,False,True,True,False,False
danielespino,sa3011495,,42438,Daniel Espino,False,False,False,False,False,False,False,True,False
tristonmckenzie,18000,663474,34954,Triston McKenzie,False,False,False,False,False,False,False,True,True
lucasbraun,sa3022996,,5274874,Lucas Braun,False,False,False,False,False,False,False,True,False
brycenmautz,sa3020710,,5067321,Brycen Mautz,False,False,False,False,False,False,False,True,False
chasepetty,30170,695534,4872687,Chase Petty,False,False,False,False,False,False,False,True,False
tristanpeters,30063,671976,5085893,Tristan Peters,False,False,False,False,False,True,True,False,False
enriquehernandez,10472,571771,31358,Enrique Hernandez,False,True,False,False,True,True,True,False,False
eastonlucas,26058,687922,4993411,Easton Lucas,False,False,False,False,False,False,False,True,False
gunnarhoglund,31318,680684,4414154,Gunnar Hoglund,False,False,False,False,False,False,False,True,False
hectorrodriguez,sa3040980,,5122878,Hector Rodriguez,False,False,False,False,False,True,True,False,False
danielsusac,sa3019997,,4751554,Daniel Susac,True,False,False,False,False,False,True,False,False
kohldrake,sa3021723,,5264737,Kohl Drake,False,False,False,False,False,False,False,True,False
samaldegheri,26443,691951,5221123,Sam Aldegheri,False,False,False,False,False,False,False,True,False
blascastano,26117,680604,5136509,Blas Castano,False,False,False,False,False,False,False,True,False
kameronmisner,26374,670224,42416,Kameron Misner,False,False,False,False,False,True,True,False,False
curtismead,23986,678554,42360,Curtis Mead,False,True,False,False,True,False,True,False,False
tymadden,30140,680744,4414347,Ty Madden,False,False,False,False,False,False,False,True,False
taylortrammell,19960,666211,37773,Taylor Trammell,False,False,False,False,False,True,True,False,False
thomasharrington,31989,802419,4736800,Thomas Harrington,False,False,False,False,False,False,False,True,False
taijuanwalker,11836,592836,31864,Taijuan Walker,False,False,False,False,False,False,False,True,True
jacobstallings,13723,607732,34089,Jacob Stallings,True,False,False,False,False,False,True,False,False
cooperkinney,sa3017793,,4872697,Cooper Kinney,False,False,True,False,True,False,True,False,False
griffmcgarry,sa3017130,,4414539,Griff McGarry,False,False,False,False,False,False,False,True,False
benkudrna,sa3018253,,4917813,Ben Kudrna,False,False,False,False,False,False,False,True,False
jihwanbae,23818,678225,40896,Ji Hwan Bae,False,False,False,False,False,True,True,False,False
benhess,sa3033725,,4924721,Ben Hess,False,False,False,False,False,False,False,True,False
angelbastardo,sa3009716,,5259069,Angel Bastardo,False,False,False,False,False,False,False,False,True
adammacko,sa3011555,,4918157,Adam Macko,False,False,False,False,False,False,False,True,True
austinhedges,12976,595978,32168,Austin Hedges,True,False,False,False,False,False,True,False,False
nicksenzel,19293,669222,36180,Nick Senzel,False,False,False,False,True,True,True,False,False
baileyfalter,20070,663559,4705677,Bailey Falter,False,False,False,False,False,False,False,True,False
carloslagrange,sa3019390,,5201825,Carlos Lagrange,False,False,False,False,False,False,False,True,False
kaelenculpepper,sa3025360,,4935268,Kaelen Culpepper,False,False,False,True,False,False,True,False,False
drewmillas,25643,686452,4228448,Drew Millas,True,False,False,False,False,False,True,False,False
gabrielrinconesjr,sa3020758,,5131884,Gabriel Rincones Jr.,False,False,False,False,False,True,True,False,False
dougnikhazy,30142,680951,4414160,Doug Nikhazy,False,False,False,False,False,False,False,True,False
masonbarnett,31741,686930,5195197,Mason Barnett,False,False,False,False,False,False,False,True,False
joeywiemer,27690,686894,4417134,Joey Wiemer,False,False,False,False,False,True,True,False,False
benlively,14932,594902,33194,Ben Lively,False,False,False,False,False,False,False,True,False
bradenmontgomery,sa3038253,,4950345,Braden Montgomery,False,False,False,False,False,True,True,False,False
robinsonpina,23091,673820,4917815,Robinson Pina,False,False,False,False,False,False,False,True,False
jamestriantos,sa3017295,,4917690,James Triantos,False,False,True,False,False,True,True,False,False
blakedunn,29487,694362,4650237,Blake Dunn,False,False,False,False,False,True,True,False,False
benrortvedt,20287,666163,40869,Ben Rortvedt,True,False,False,False,False,False,True,False,False
carsonspiers,27685,686730,5165292,Carson Spiers,False,False,False,False,False,False,False,True,False
spencerturnbull,16207,605513,33732,Spencer Turnbull,False,False,False,False,False,False,False,True,False
mitchfarris,33628,815083,5273851,Mitch Farris,False,False,False,False,False,False,False,True,False
jorgealfaro,12180,595751,31737,Jorge Alfaro,True,False,False,False,False,False,True,False,False
braydentaylor,sa3022921,,4826610,Brayden Taylor,False,False,True,False,True,False,True,False,False
jhonnypereda,19802,640902,40702,Jhonny Pereda,True,False,False,False,False,False,True,False,False
jurrangelocijntje,sa3028930,,5128581,Jurrangelo Cijntje,False,False,False,False,False,False,False,True,False
jasondelay,19806,641511,41458,Jason Delay,True,False,False,False,False,False,True,False,False
treysweeney,29575,700242,4414687,Trey Sweeney,False,False,False,True,False,False,True,False,False
chadwicktromp,16953,644433,35358,Chadwick Tromp,True,False,False,False,False,False,True,False,False
josebarrero,23378,676480,40951,Jose Barrero,False,False,True,False,False,True,True,False,False
williemaciver,24641,680862,4020015,Willie MacIver,True,False,False,False,False,False,True,False,False
lucatresh,sa3017394,,4416289,Luca Tresh,True,False,False,False,False,False,True,False,False
maverickhandley,26106,668974,42801,Maverick Handley,True,False,False,False,False,False,True,False,False
sebastianrivero,21735,665861,41447,Sebastian Rivero,True,False,False,False,False,False,True,False,False
warmingbernabel,26536,682653,4917759,Warming Bernabel,False,True,False,False,False,False,True,False,False
buddykennedy,22505,671083,42985,Buddy Kennedy,False,False,False,False,True,False,True,False,False
drewromo,27763,691011,4917765,Drew Romo,True,False,False,False,False,False,True,False,False
denzerguzman,28816,694203,4917822,Denzer Guzman,False,False,False,True,False,False,True,False,False
haydensenger,21489,663584,4009410,Hayden Senger,True,False,False,False,False,False,True,False,False
ajsmithshawver,29960,700363,4917640,AJ Smith-Shawver,False,False,False,False,False,False,False,True,False
gabrielgonzalez,sa3015723,,4919918,Gabriel Gonzalez,False,False,False,False,False,True,True,False,False
tomasnido,13755,621512,36068,Tomas Nido,True,False,False,False,False,False,True,False,False
justindean,25005,,41531,Justin Dean,False,False,False,False,False,True,True,False,False
brettsullivan,18217,664954,39913,Brett Sullivan,True,False,False,False,False,False,True,False,False
edouardjulien,27534,666397,3985190,Edouard Julien,False,True,True,False,False,False,True,False,False
garretthampson,19262,641658,39899,Garrett Hampson,False,False,False,False,False,True,True,False,False
recehinds,27493,677956,42545,Rece Hinds,False,False,False,False,False,True,True,False,False
briannavarreto,16398,640459,37802,Brian Navarreto,True,False,False,False,False,False,True,False,False
willwilson,25434,669717,42375,Will Wilson,False,False,True,False,True,False,True,False,False
brandonvalenzuela,sa3005729,,4918248,Brandon Valenzuela,True,False,False,False,False,False,True,False,False
yonielcuret,sa3015446,,5185124,Yoniel Curet,False,False,False,False,False,False,False,True,False
rodolfoduran,sa877500,,40577,Rodolfo Duran,True,False,False,False,False,False,True,False,False
domnunez,15055,624513,33826,Dom Nunez,True,False,False,False,False,False,True,False,False
jessewinker,13590,608385,32833,Jesse Winker,False,False,False,False,False,False,True,False,False
henrybolte,sa3020006,,5080756,Henry Bolte,False,False,False,False,False,True,True,False,False
chuckierobinson,19824,642020,40354,Chuckie Robinson,True,False,False,False,False,False,True,False,False
aramisgarcia,16925,605244,33714,Aramis Garcia,True,False,False,False,False,False,True,False,False
grantmccray,25690,687529,4919922,Grant McCray,False,False,False,False,False,True,True,False,False
blakehunt,sa3004153,,43035,Blake Hunt,True,False,False,False,False,False,True,False,False
sandyleon,5273,506702,32101,Sandy Leon,True,False,False,False,False,False,True,False,False
gageworkman,27573,669398,4424290,Gage Workman,False,False,False,True,True,False,True,False,False
willbanfield,23790,677943,41228,Will Banfield,True,False,False,False,False,False,True,False,False
ethanpecko,sa3022997,,4944276,Ethan Pecko,False,False,False,False,False,False,False,True,False
peteyhalpin,27931,690984,4722962,Petey Halpin,False,False,False,False,False,True,True,False,False
wademeckler,31490,,4424090,Wade Meckler,False,False,False,False,False,True,True,False,False
joseherrera,17040,645444,40851,Jose Herrera,True,False,False,False,False,False,True,False,False
domingorobles,sa872881,,41297,Domingo Robles,False,False,False,False,False,False,False,True,True
ryankreidler,25867,668952,42701,Ryan Kreidler,False,False,False,False,False,True,True,False,False
tylerlocklear,31396,682988,4866477,Tyler Locklear,False,True,False,False,False,False,True,False,False
michaelsiani,22557,672279,41209,Michael Siani,False,False,False,False,False,True,True,False,False
ryancusick,sa3017385,,4623349,Ryan Cusick,False,False,False,False,False,False,False,True,True
dashawnkeirseyjr,24496,680577,42753,DaShawn Keirsey Jr.,False,False,False,False,False,True,True,False,False
nicknastrini,29833,680897,4422905,Nick Nastrini,False,False,False,False,False,False,False,True,True
carledwardsjr,13607,605218,33202,Carl Edwards Jr.,False,False,False,False,False,False,False,True,True
andreschaparro,21797,665953,42949,Andres Chaparro,False,True,False,False,False,False,True,False,False
stewardberroa,22766,672642,4993423,Steward Berroa,False,False,False,False,False,True,True,False,False
willdion,sa3017850,,4420174,Will Dion,False,False,False,False,False,False,False,True,True
zachthompson,16094,605507,40761,Zach Thompson,False,False,False,False,False,False,False,True,True
leonardobernal,sa3015773,,5124076,Leonardo Bernal,True,False,False,False,False,False,True,False,False
jackwinkler,29830,676466,5137054,Jack Winkler,False,False,True,False,False,False,True,False,False
sterlinthompson,sa3019999,,4683366,Sterlin Thompson,False,False,False,False,False,True,True,False,False
dustinsaenz,sa3017610,,4298337,Dustin Saenz,False,False,False,False,False,False,False,True,True
jddavis,16219,605204,33796,J.D. Davis,False,True,False,False,True,False,True,False,False
kahlilwatson,sa3017513,,4872684,Kahlil Watson,False,False,False,False,False,True,True,False,False
trevorwilliams,16977,592866,33305,Trevor Williams,False,False,False,False,False,False,False,True,False
ryanspikes,sa3017792,,4917931,Ryan Spikes,False,False,False,False,True,True,True,False,False
alexandercanario,22842,672744,41239,Alexander Canario,False,False,False,False,False,True,True,False,False
connorkaiser,21535,663731,42950,Connor Kaiser,False,False,True,False,False,False,True,False,False
julianaguiar,30031,687924,5195257,Julian Aguiar,False,False,False,False,False,False,False,True,False
josesiri,17452,642350,33954,Jose Siri,False,False,False,False,False,True,True,False,False
jackkochanowicz,27688,686799,4917819,Jack Kochanowicz,False,False,False,False,False,False,False,True,False
